TRADEDATE,CLOSE,OPEN,HIGH,LOW,CAPITALIZATION,DIVISOR,RANGE_PAST,CLOSE_PAST,DAY,DAY_OF_WEEK,MONTH,CAPITALIZATION_PAST,DIVISOR_PAST
2015-04-16,1686.79,1678.04,1689.29,1661.38,7.923364850234139,4.6972969707022,38.72000000000003,1677.7,16,3,4,7.880652147526139,4.6972969707022
2015-04-17,1656.59,1686.79,1694.08,1656.59,7.78150597467319,4.6972969707022,27.909999999999854,1686.79,17,4,4,7.923364850234139,4.6972969707022
2015-04-20,1683.24,1657.63,1691.93,1655.75,7.9066875983661395,4.6972969707022,37.49000000000001,1656.59,20,0,4,7.78150597467319,4.6972969707022
2015-04-21,1710.24,1683.51,1711.34,1682.94,8.03349347145363,4.6972969707022,36.180000000000064,1683.24,21,1,4,7.9066875983661395,4.6972969707022
2015-04-22,1677.56,1710.13,1712.91,1669.11,7.8799887188994004,4.6972969707022,28.399999999999864,1710.24,22,2,4,8.03349347145363,4.6972969707022
2015-04-23,1662.64,1677.89,1678.58,1633.12,7.809931043374309,4.6972969707022,43.80000000000018,1677.56,23,3,4,7.8799887188994004,4.6972969707022
2015-04-24,1682.7,1663.15,1689.71,1657.66,7.90415529705496,4.6972969707022,45.460000000000036,1662.64,24,4,4,7.809931043374309,4.6972969707022
2015-04-27,1677.22,1682.82,1698.65,1677.22,7.878423505219,4.6972969707022,32.049999999999955,1682.7,27,0,4,7.90415529705496,4.6972969707022
2015-04-28,1677.89,1676.32,1682.19,1667.34,7.88153640996825,4.6972969707022,21.430000000000064,1677.22,28,1,4,7.878423505219,4.6972969707022
2015-04-29,1670.99,1677.89,1694.28,1666.52,7.84912016798669,4.6972969707022,14.850000000000136,1677.89,29,2,4,7.88153640996825,4.6972969707022
2015-04-30,1688.34,1670.99,1692.32,1668.5,7.93064395618095,4.6972969707022,27.75999999999999,1670.99,30,3,4,7.84912016798669,4.6972969707022
2015-05-05,1721.8,1689.55,1734.34,1689.2,8.08781787948578,4.6972969707022,23.819999999999936,1688.34,5,1,5,7.93064395618095,4.6972969707022
2015-05-06,1714.31,1722.16,1723.45,1697.86,8.0526243946659,4.6972969707022,45.13999999999987,1721.8,6,2,5,8.08781787948578,4.6972969707022
2015-05-07,1686.98,1713.09,1713.09,1676.21,7.92425881231112,4.6972969707022,25.590000000000146,1714.31,7,3,5,8.0526243946659,4.6972969707022
2015-05-08,1708.52,1686.94,1713.6,1684.09,8.025429242650361,4.6972969707022,36.87999999999988,1686.98,8,4,5,7.92425881231112,4.6972969707022
2015-05-12,1704.62,1708.42,1720.01,1689.29,8.00712468407027,4.6972969707022,29.50999999999999,1708.52,12,1,5,8.025429242650361,4.6972969707022
2015-05-13,1682.26,1704.5,1708.47,1681.08,7.90205425801821,4.6972969707022,30.720000000000027,1704.62,13,2,5,8.00712468407027,4.6972969707022
2015-05-14,1677.57,1682.26,1694.79,1672.2,7.88003075661434,4.6972969707022,27.3900000000001,1682.26,14,3,5,7.90205425801821,4.6972969707022
2015-05-15,1691.46,1677.77,1694.9,1677.77,7.9452711906866105,4.6972969707022,22.589999999999918,1677.57,15,4,5,7.88003075661434,4.6972969707022
2015-05-18,1678.55,1691.53,1696.49,1677.69,7.88464388481545,4.6972969707022,17.13000000000011,1691.46,18,0,5,7.9452711906866105,4.6972969707022
2015-05-19,1659.36,1678.31,1681.24,1646.85,7.79448947027329,4.6972969707022,18.799999999999955,1678.55,19,1,5,7.88464388481545,4.6972969707022
2015-05-20,1636.86,1659.18,1662.19,1631.77,7.6888046615726795,4.6972969707022,34.3900000000001,1659.36,20,2,5,7.79448947027329,4.6972969707022
2015-05-21,1659.33,1637.14,1663.24,1632.43,7.79438838406535,4.6972969707022,30.420000000000073,1636.86,21,3,5,7.6888046615726795,4.6972969707022
2015-05-22,1665.66,1659.47,1667.92,1653.03,7.82409041517552,4.6972969707022,30.809999999999945,1659.33,22,4,5,7.79438838406535,4.6972969707022
2015-05-25,1655.4,1665.75,1666.38,1641.96,7.775913023592571,4.6972969707022,14.8900000000001,1665.66,25,0,5,7.82409041517552,4.6972969707022
2015-05-26,1651.66,1655.85,1666.87,1646.09,7.75834001894061,4.6972969707022,24.420000000000073,1655.4,26,1,5,7.775913023592571,4.6972969707022
2015-05-27,1660.98,1651.73,1664.29,1637.42,7.80212429998931,4.6972969707022,20.779999999999973,1651.66,27,2,5,7.75834001894061,4.6972969707022
2015-05-28,1657.62,1660.65,1678.64,1656.17,7.78634600100587,4.6972969707022,26.86999999999989,1660.98,28,3,5,7.80212429998931,4.6972969707022
2015-05-29,1609.19,1657.67,1680.07,1609.19,7.5588509490422995,4.6972969707022,22.470000000000027,1657.62,29,4,5,7.78634600100587,4.6972969707022
2015-06-01,1616.94,1610.07,1640.93,1610.07,7.59523617064153,4.6972969707022,70.87999999999988,1609.19,1,0,6,7.5588509490422995,4.6972969707022
2015-06-02,1643.41,1616.97,1650.64,1612.78,7.71960189109858,4.6972969707022,30.860000000000127,1616.94,2,1,6,7.59523617064153,4.6972969707022
2015-06-03,1628.87,1643.99,1653.53,1615.96,7.65127425263893,4.6972969707022,37.86000000000013,1643.41,3,2,6,7.71960189109858,4.6972969707022
2015-06-04,1638.07,1628.8,1644.36,1627.02,7.69449742211194,4.6972969707022,37.569999999999936,1628.87,4,3,6,7.65127425263893,4.6972969707022
2015-06-05,1652.07,1638.12,1652.07,1633.49,7.7602427635262305,4.6972969707022,17.339999999999918,1638.07,5,4,6,7.69449742211194,4.6972969707022
2015-06-08,1646.89,1652.21,1668.5,1642.19,7.73594160212918,4.6972969707022,18.579999999999927,1652.07,8,0,6,7.7602427635262305,4.6972969707022
2015-06-09,1664.01,1646.89,1666.06,1637.38,7.81634789769582,4.6972969707022,26.309999999999945,1646.89,9,1,6,7.73594160212918,4.6972969707022
2015-06-10,1653.09,1664.03,1667.2,1650.89,7.76505025473237,4.6972969707022,28.679999999999836,1664.01,10,2,6,7.81634789769582,4.6972969707022
2015-06-11,1652.24,1653.06,1654.91,1638.13,7.7610772565096795,4.6972969707022,16.309999999999945,1653.09,11,3,6,7.76505025473237,4.6972969707022
2015-06-15,1657.29,1652.29,1658.32,1629.81,7.78478585043017,4.6972969707022,16.779999999999973,1652.24,15,0,6,7.7610772565096795,4.6972969707022
2015-06-16,1668.82,1657.37,1674.11,1649.16,7.8199031680931395,4.6858883222676,28.50999999999999,1657.29,16,1,6,7.78478585043017,4.6972969707022
2015-06-17,1664.66,1668.84,1678.91,1661.75,7.8004147809654105,4.6858883222676,24.949999999999818,1668.82,17,2,6,7.8199031680931395,4.6858883222676
2015-06-18,1660.14,1664.65,1671.88,1658.41,7.77921517526267,4.6858883222676,17.160000000000082,1664.66,18,3,6,7.8004147809654105,4.6858883222676
2015-06-19,1663.03,1660.56,1665.71,1655.53,7.792769676792861,4.6858883222676,13.470000000000027,1660.14,19,4,6,7.77921517526267,4.6858883222676
2015-06-22,1671.8,1664.11,1679.42,1663.35,7.83388625067412,4.6858883222676,10.180000000000064,1663.03,22,0,6,7.792769676792861,4.6858883222676
2015-06-23,1657.23,1672.27,1676.22,1656.39,7.76559053262153,4.6858883222676,16.070000000000164,1671.8,23,1,6,7.83388625067412,4.6858883222676
2015-06-24,1651.85,1658.03,1664.57,1642.08,7.7403957989241,4.6858883222676,19.829999999999927,1657.23,24,2,6,7.76559053262153,4.6858883222676
2015-06-25,1631.99,1651.14,1655.8,1631.99,7.64731852444236,4.6858883222676,22.49000000000001,1651.85,25,3,6,7.7403957989241,4.6858883222676
2015-06-26,1644.45,1631.92,1647.81,1626.87,7.70570385712672,4.6858883222676,23.809999999999945,1631.99,26,4,6,7.64731852444236,4.6858883222676
2015-06-29,1634.93,1644.45,1644.45,1625.71,7.66108177864617,4.6858883222676,20.940000000000055,1644.45,29,0,6,7.70570385712672,4.6858883222676
2015-06-30,1654.55,1634.93,1655.25,1626.02,7.753030422842969,4.6858883222676,18.74000000000001,1634.93,30,1,6,7.66108177864617,4.6858883222676
2015-07-01,1639.7,1654.57,1659.97,1638.44,7.68347137561202,4.6858883222676,29.230000000000018,1654.55,1,2,7,7.753030422842969,4.6858883222676
2015-07-02,1641.05,1639.78,1646.96,1633.69,7.68977301482579,4.6858883222676,21.529999999999973,1639.7,2,3,7,7.68347137561202,4.6858883222676
2015-07-03,1631.65,1641.01,1642.2,1625.42,7.64572896256683,4.6858883222676,13.269999999999982,1641.05,3,4,7,7.68977301482579,4.6858883222676
2015-07-06,1621.27,1627.71,1627.71,1613.71,7.59709220012497,4.6858883222676,16.779999999999973,1631.65,6,0,7,7.64572896256683,4.6858883222676
2015-07-07,1614.14,1621.35,1629.59,1606.28,7.56367932076821,4.6858883222676,14.0,1621.27,7,1,7,7.59709220012497,4.6858883222676
2015-07-08,1595.0,1614.14,1616.6,1573.95,7.4740013867347805,4.6858883222676,23.309999999999945,1614.14,8,2,7,7.56367932076821,4.6858883222676
2015-07-09,1614.59,1595.08,1614.85,1595.02,7.565801986012651,4.6858883222676,42.649999999999864,1595.0,9,3,7,7.4740013867347805,4.6858883222676
2015-07-10,1623.99,1615.11,1625.59,1614.93,7.609850067400981,4.6858883222676,19.829999999999927,1614.59,10,4,7,7.565801986012651,4.6858883222676
2015-07-13,1642.97,1618.23,1642.97,1617.17,7.69878304043426,4.6858883222676,10.659999999999854,1623.99,13,0,7,7.609850067400981,4.6858883222676
2015-07-14,1647.01,1643.0,1647.01,1626.09,7.71768604922054,4.6858883222676,25.799999999999955,1642.97,14,1,7,7.69878304043426,4.6858883222676
2015-07-15,1641.22,1638.3,1644.01,1626.17,7.69057276496061,4.6858883222676,20.920000000000073,1647.01,15,2,7,7.71768604922054,4.6858883222676
2015-07-16,1652.59,1640.81,1652.97,1636.99,7.7438577136566,4.6858883222676,17.839999999999918,1641.22,16,3,7,7.69057276496061,4.6858883222676
2015-07-17,1650.08,1652.52,1660.0,1646.37,7.7321078539301205,4.6858883222676,15.980000000000018,1652.59,17,4,7,7.7438577136566,4.6858883222676
2015-07-20,1626.76,1650.09,1652.05,1619.44,7.62280971999076,4.6858883222676,13.63000000000011,1650.08,20,0,7,7.7321078539301205,4.6858883222676
2015-07-21,1635.69,1627.19,1639.92,1618.58,7.66464124834814,4.6858883222676,32.6099999999999,1626.76,21,1,7,7.62280971999076,4.6858883222676
2015-07-22,1635.63,1634.89,1635.63,1620.47,7.66437232274218,4.6858883222676,21.340000000000146,1635.69,22,2,7,7.66464124834814,4.6858883222676
2015-07-23,1616.14,1634.79,1634.9,1614.97,7.57303062957971,4.6858883222676,15.160000000000082,1635.63,23,3,7,7.66437232274218,4.6858883222676
2015-07-24,1595.61,1615.69,1622.3,1593.07,7.47685640591796,4.6858883222676,19.930000000000064,1616.14,24,4,7,7.57303062957971,4.6858883222676
2015-07-27,1584.92,1595.5,1599.25,1570.46,7.42675261033851,4.6858883222676,29.230000000000018,1595.61,27,0,7,7.47685640591796,4.6858883222676
2015-07-28,1604.5,1584.92,1610.7,1577.99,7.51852417734994,4.6858883222676,28.789999999999964,1584.92,28,1,7,7.42675261033851,4.6858883222676
2015-07-29,1622.32,1604.56,1624.64,1600.31,7.60199773028512,4.6858883222676,32.710000000000036,1604.5,29,2,7,7.51852417734994,4.6858883222676
2015-07-30,1636.72,1622.69,1638.51,1620.24,7.669464014693769,4.6858883222676,24.330000000000155,1622.32,30,3,7,7.60199773028512,4.6858883222676
2015-07-31,1669.0,1636.72,1669.0,1630.18,7.820730096263969,4.6858883222676,18.269999999999982,1636.72,31,4,7,7.669464014693769,4.6858883222676
2015-08-03,1663.74,1668.13,1676.26,1654.45,7.79607746108212,4.6858883222676,38.819999999999936,1669.0,3,0,8,7.820730096263969,4.6858883222676
2015-08-04,1674.46,1663.31,1676.58,1659.16,7.8463324369748,4.6858883222676,21.809999999999945,1663.74,4,1,8,7.79607746108212,4.6858883222676
2015-08-05,1693.07,1674.63,1696.8,1665.12,7.93351427525832,4.6858883222676,17.419999999999845,1674.46,5,2,8,7.8463324369748,4.6858883222676
2015-08-06,1675.71,1693.07,1698.3,1670.57,7.852196896808151,4.6858883222676,31.680000000000064,1693.07,6,3,8,7.93351427525832,4.6858883222676
2015-08-07,1690.44,1676.75,1695.39,1676.75,7.92120268006936,4.6858883222676,27.730000000000018,1675.71,7,4,8,7.852196896808151,4.6858883222676
2015-08-10,1702.02,1690.47,1702.7,1674.35,7.9754564905697904,4.6858883222676,18.6400000000001,1690.44,10,0,8,7.92120268006936,4.6858883222676
2015-08-11,1697.87,1702.02,1721.32,1694.61,7.95602234742378,4.6858883222676,28.350000000000136,1702.02,11,1,8,7.9754564905697904,4.6858883222676
2015-08-12,1697.65,1697.9,1703.59,1683.3,7.95501159003831,4.6858883222676,26.710000000000036,1697.87,12,2,8,7.95602234742378,4.6858883222676
2015-08-13,1704.11,1697.59,1713.25,1689.99,7.9852535748483495,4.6858883222676,20.289999999999964,1697.65,13,3,8,7.95501159003831,4.6858883222676
2015-08-14,1712.47,1704.14,1723.32,1699.32,8.0244365243486,4.6858883222676,23.25999999999999,1704.11,14,4,8,7.9852535748483495,4.6858883222676
2015-08-17,1707.95,1712.48,1714.94,1694.54,8.00326673771008,4.6858883222676,24.0,1712.47,17,0,8,8.0244365243486,4.6858883222676
2015-08-18,1691.24,1707.95,1707.95,1685.83,7.924982495326059,4.6858883222676,20.40000000000009,1707.95,18,1,8,8.00326673771008,4.6858883222676
2015-08-19,1673.86,1691.29,1701.42,1665.62,7.84351543761088,4.6858883222676,22.12000000000012,1691.24,19,2,8,7.924982495326059,4.6858883222676
2015-08-20,1695.57,1673.96,1697.7,1668.66,7.9452364096793895,4.6858883222676,35.80000000000018,1673.86,20,3,8,7.84351543761088,4.6858883222676
2015-08-21,1663.31,1695.48,1695.48,1663.31,7.7940883605021,4.6858883222676,29.039999999999964,1695.57,21,4,8,7.9452364096793895,4.6858883222676
2015-08-24,1634.14,1659.31,1659.31,1603.72,7.657401282884599,4.6858883222676,32.17000000000007,1663.31,24,0,8,7.7940883605021,4.6858883222676
2015-08-25,1658.13,1634.35,1672.38,1634.35,7.76983401190966,4.6858883222676,55.58999999999992,1634.14,25,1,8,7.657401282884599,4.6858883222676
2015-08-26,1660.95,1658.32,1675.07,1633.45,7.78303054720707,4.6858883222676,38.0300000000002,1658.13,26,2,8,7.76983401190966,4.6858883222676
2015-08-27,1695.22,1661.0,1697.22,1661.0,7.94359774145154,4.6858883222676,41.61999999999989,1660.95,27,3,8,7.78303054720707,4.6858883222676
2015-08-28,1719.16,1695.23,1723.18,1690.32,8.0557956391765,4.6858883222676,36.22000000000003,1695.22,28,4,8,7.94359774145154,4.6858883222676
2015-08-31,1733.17,1718.06,1733.17,1706.96,8.12142771430333,4.6858883222676,32.86000000000013,1719.16,31,0,8,8.0557956391765,4.6858883222676
2015-09-01,1697.99,1732.9,1733.68,1689.24,7.95660162194505,4.6858883222676,26.210000000000036,1733.17,1,1,9,8.12142771430333,4.6858883222676
2015-09-02,1690.82,1697.98,1716.97,1687.09,7.9230042545442805,4.6858883222676,44.440000000000055,1697.99,2,2,9,7.95660162194505,4.6858883222676
2015-09-03,1710.57,1690.83,1717.15,1690.83,8.01554362954518,4.6858883222676,29.88000000000011,1690.82,3,3,9,7.9230042545442805,4.6858883222676
2015-09-04,1698.16,1710.58,1712.74,1691.69,7.95740063917178,4.6858883222676,26.320000000000164,1710.57,4,4,9,8.01554362954518,4.6858883222676
2015-09-07,1701.18,1698.16,1708.58,1695.62,7.97153711935072,4.6858883222676,21.049999999999955,1698.16,7,0,9,7.95740063917178,4.6858883222676
2015-09-08,1714.18,1701.82,1732.63,1701.82,8.03246118338567,4.6858883222676,12.960000000000036,1701.18,8,1,9,7.97153711935072,4.6858883222676
2015-09-09,1722.43,1715.73,1735.84,1715.73,8.07110432059736,4.6858883222676,30.810000000000173,1714.18,9,2,9,8.03246118338567,4.6858883222676
2015-09-10,1718.9,1722.05,1730.1,1710.46,8.05456480902079,4.6858883222676,20.1099999999999,1722.43,10,3,9,8.07110432059736,4.6858883222676
2015-09-11,1718.06,1718.88,1727.89,1713.03,8.05063888530883,4.6858883222676,19.639999999999873,1718.9,11,4,9,8.05456480902079,4.6858883222676
2015-09-14,1729.75,1717.6,1740.22,1716.12,8.10542660348268,4.6858883222676,14.860000000000127,1718.06,14,0,9,8.05063888530883,4.6858883222676
2015-09-15,1716.26,1729.91,1731.49,1708.46,8.0421897088755,4.6858883222676,24.100000000000136,1729.75,15,1,9,8.10542660348268,4.6858883222676
2015-09-16,1731.81,1716.27,1734.05,1716.24,8.07664899119619,4.6637005589428995,23.029999999999973,1716.26,16,2,9,8.0421897088755,4.6858883222676
2015-09-17,1729.2,1731.81,1735.5,1722.44,8.064461321562,4.6637005589428995,17.809999999999945,1731.81,17,3,9,8.07664899119619,4.6637005589428995
